DATE,SITE_TYPE,SITE_NUMBER,SITE_ID,SPECIES_CODE,PERCENT_PLANT_IN_PLOT,CANOPY_DIA_1_CM,CANOPY_DIA_2_CM,PLANT_HT_CM,HT_TO_TALLEST_BUDSCAR_CM,GENUS
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,60,55,25,40,35,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,30,20,50,35,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,15,10,30,20,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,20,15,40,30,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,20,10,35,30,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,20,10,25,15,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,20,20,30,25,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,10,65,50,50,45,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,85,50,40,35,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,35,15,25,20,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,20,20,30,20,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,10,5,20,15,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,60,55,40,35,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,10,5,30,25,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,25,20,45,35,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,DAFR,100,70,60,45,40,nonwillow
2018-07-05T00:00:00Z,WC,25,WC25,SAGE,100,60,60,105,95,willow
2018-07-05T00:00:00Z,WC,25,WC25,SAGE,100,85,65,100,85,willow
2018-07-05T00:00:00Z,WC,25,WC25,SAGE,100,80,75,110,90,willow
2018-07-05T00:00:00Z,WC,25,WC25,SAGE,100,75,70,95,85,willow
2018-07-05T00:00:00Z,WC,25,WC25,SAMO,100,40,35,95,80,willow
2018-07-05T00:00:00Z,WC,25,WC25,SAPL,100,50,30,65,55,willow
2018-07-05T00:00:00Z,WC,25,WC25,SAPL,100,70,60,115,100,willow
2018-07-05T00:00:00Z,WC,25,WC25,SAPL,10,70,50,120,105,willow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,95,60,40,60,55,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,30,20,35,35,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,40,15,30,20,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,45,25,50,45,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,25,20,20,15,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,70,35,60,55,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,40,30,40,30,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,10,10,20,5,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,25,5,30,25,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,35,20,35,25,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,60,60,60,60,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,25,10,35,30,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,30,15,35,35,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,50,15,5,25,25,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,30,30,40,35,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,20,5,35,30,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,60,45,55,55,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,25,10,35,30,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,10,5,20,15,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,35,35,25,30,25,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,35,20,35,15,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,5,5,15,0,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,30,30,40,30,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,5,5,10,10,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,10,5,10,10,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,20,5,20,15,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,10,5,20,15,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,70,25,65,60,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,5,5,10,5,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,20,15,25,25,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,10,5,30,20,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,5,30,10,40,25,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,30,10,25,15,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,60,40,55,45,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,90,70,55,55,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,5,60,50,50,40,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,5,35,25,40,35,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,35,30,50,40,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,10,10,20,15,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,25,10,30,25,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,40,35,40,35,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,5,5,15,5,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,10,5,15,10,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,40,30,45,45,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,30,25,35,30,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,7,40,50,45,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,25,20,30,25,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,35,10,30,30,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,40,30,50,45,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,50,15,40,30,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,50,30,50,50,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,15,5,5,5,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,DAFR,100,5,5,15,5,nonwillow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,5,40,20,30,25,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,100,35,20,30,25,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,100,60,50,35,35,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,100,20,10,25,20,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,100,15,15,35,30,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,100,80,50,40,35,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,100,25,10,30,30,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,100,35,30,40,35,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,100,15,5,30,25,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,5,40,20,35,35,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,5,30,20,20,20,willow
2018-07-05T00:00:00Z,WC,26,WC26,SABR,5,35,20,30,30,willow
2018-07-05T00:00:00Z,WC,26,WC26,SAGE,100,150,140,140,135,willow
2018-07-05T00:00:00Z,WC,26,WC26,SAGE,50,125,100,90,85,willow
2018-07-05T00:00:00Z,WC,26,WC26,SAGE,100,60,50,100,95,willow
2018-07-05T00:00:00Z,WC,26,WC26,SAPL,100,85,70,80,75,willow
2018-07-05T00:00:00Z,WC,26,WC26,SAPL,100,65,20,60,55,willow
2018-07-05T00:00:00Z,WC,26,WC26,SAPL,100,30,20,55,50,willow
2018-07-05T00:00:00Z,WC,26,WC26,SAPL,100,20,10,45,40,willow
2018-07-05T00:00:00Z,WC,26,WC26,SAPL,95,50,30,55,50,willow
2018-07-05T00:00:00Z,WC,27,WC27,NONE,NA,NA,NA,NA,NA,NA
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,95,85,60,50,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,80,50,45,40,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,90,130,80,70,60,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,45,40,45,35,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,35,30,50,40,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,35,15,50,40,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,35,25,50,45,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,30,20,50,45,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,30,25,40,35,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,25,10,50,45,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,60,50,50,40,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,65,55,55,45,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,35,15,40,30,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,55,50,50,45,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,60,45,50,40,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,80,60,45,40,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,75,65,65,55,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,45,55,40,40,35,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,60,25,40,35,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,15,5,40,30,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,85,55,65,55,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,45,35,45,30,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,25,15,40,40,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,40,20,45,35,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,50,30,40,35,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,60,50,60,55,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,40,35,40,30,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,25,20,50,45,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,40,25,50,45,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,30,25,55,50,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,25,20,35,30,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,DAFR,100,40,35,50,45,nonwillow
2018-07-05T00:00:00Z,WC,28,WC28,SAGE,85,160,130,175,160,willow
2018-07-05T00:00:00Z,WC,28,WC28,SAMO,100,70,35,75,65,willow
2018-07-05T00:00:00Z,WC,28,WC28,SAMO,100,25,20,70,55,willow
2018-07-05T00:00:00Z,WC,29,WC29,NONE,NA,NA,NA,NA,NA,NA
2018-07-03T00:00:00Z,WC,30,WC30,ALIN,100,45,25,80,60,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,10,5,40,35,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,10,10,40,30,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,20,5,35,30,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,35,25,50,45,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,15,10,60,50,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,15,10,50,40,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,25,10,50,45,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,20,15,60,50,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,35,10,65,65,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,20,10,60,55,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,20,10,80,75,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,15,10,50,45,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,35,30,70,65,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,5,5,35,35,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,5,5,20,0,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,10,5,25,20,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,20,10,50,40,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,30,10,45,40,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,20,10,30,30,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,15,10,40,35,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,25,10,65,55,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,20,10,70,60,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,55,40,15,60,55,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,25,15,50,50,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,95,35,30,50,45,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,35,15,45,40,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,95,15,10,30,30,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,50,30,120,105,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,20,15,80,75,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,15,5,50,45,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,15,10,50,45,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,BEOC,100,15,10,70,60,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,25,60,35,55,55,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,65,30,80,75,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,60,35,85,80,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,40,10,50,50,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,70,30,85,80,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,20,10,55,45,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,165,125,85,75,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,20,10,50,45,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,50,35,50,40,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,30,20,40,30,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,35,25,55,50,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,5,135,115,70,60,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,DAFR,100,70,40,65,60,nonwillow
2018-07-03T00:00:00Z,WC,30,WC30,SABE,80,50,30,50,50,willow
2018-07-03T00:00:00Z,WC,30,WC30,SABE,100,20,5,75,700,willow
2018-07-03T00:00:00Z,WC,30,WC30,SABE,100,25,15,130,110,willow
2018-07-03T00:00:00Z,WC,30,WC30,SABE,100,15,15,80,70,willow
2018-07-03T00:00:00Z,WC,30,WC30,SABE,95,50,15,70,60,willow
2018-07-03T00:00:00Z,WC,30,WC30,SADR,100,40,40,130,110,willow
2018-07-03T00:00:00Z,WC,30,WC30,SADR,75,50,35,110,95,willow
2018-07-03T00:00:00Z,WC,30,WC30,SADR,100,50,30,170,150,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,35,25,70,70,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,75,20,105,85,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,40,25,90,75,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,40,40,130,120,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,105,55,160,145,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,50,35,165,130,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,45,10,95,85,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,30,30,90,85,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,85,85,180,155,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,20,20,65,50,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,35,25,60,45,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,45,25,120,115,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,60,65,60,125,105,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,115,85,175,155,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,90,50,50,85,65,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,20,15,55,45,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,15,10,65,45,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,50,20,20,80,65,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,50,55,15,90,80,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,40,30,110,105,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,40,35,120,110,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,40,40,115,100,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,40,40,120,105,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,40,20,110,95,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,20,30,25,85,70,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,175,115,175,155,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,45,25,165,145,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,55,30,120,105,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAGE,100,10,10,65,45,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,55,45,180,130,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,10,10,55,45,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,15,5,25,0,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,55,25,110,75,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,90,80,170,150,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,25,15,110,70,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,35,25,90,75,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,40,20,80,70,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,20,10,85,75,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,35,35,75,65,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,70,40,65,55,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,15,15,60,40,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,55,25,105,95,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,10,5,30,20,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,35,20,110,95,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,60,110,70,110,100,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,30,20,85,75,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,60,20,10,50,50,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,75,50,30,85,70,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,15,15,75,60,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,20,10,70,50,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,45,35,120,90,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,35,25,100,90,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,40,50,25,95,80,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,45,30,90,65,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,50,30,90,80,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,30,40,20,80,60,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,50,30,15,80,70,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,20,10,55,45,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,90,40,125,120,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,25,20,160,135,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,45,25,160,130,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAMO,100,60,40,60,50,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAPE,100,45,45,110,100,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAPL,100,25,20,85,70,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAPL,100,25,20,90,70,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAPL,20,110,60,100,90,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAPL,100,15,10,65,55,willow
2018-07-03T00:00:00Z,WC,30,WC30,SAPL,100,25,15,60,50,willow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,5,40,35,45,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,10,5,15,15,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,5,50,50,55,50,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,95,50,45,50,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,5,25,15,15,10,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,95,105,70,55,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,30,15,45,40,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,30,25,45,40,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,65,40,45,40,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,30,25,45,40,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,45,35,60,55,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,20,15,30,30,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,15,10,20,10,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,40,20,40,35,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,70,40,40,35,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,15,10,40,35,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,95,30,15,30,25,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,40,15,30,25,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,95,30,20,40,30,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,5,15,15,30,15,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,95,30,15,40,35,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,5,75,40,55,50,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,25,20,30,20,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,80,60,50,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,40,25,25,20,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,30,20,30,20,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,95,70,50,60,50,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,15,15,25,20,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,60,40,40,35,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,25,10,35,30,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,45,50,40,35,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,60,50,55,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,35,20,35,30,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,20,20,30,25,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,25,10,15,5,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,90,60,55,40,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,30,25,40,35,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,40,90,80,50,40,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,60,45,50,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,60,40,30,45,40,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,30,20,30,15,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,50,50,60,50,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,90,50,55,50,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,65,30,50,40,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,95,60,40,55,55,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,5,100,90,60,50,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,50,75,45,55,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,60,30,50,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,95,45,40,50,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,45,35,50,30,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,50,45,35,25,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,55,35,45,40,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,40,35,55,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,5,80,60,60,50,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,55,40,45,45,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,45,20,30,25,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,55,25,35,25,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,100,50,50,65,55,nonwillow
2018-07-03T00:00:00Z,WC,31,WC31,DAFR,90,60,30,70,65,nonwillow
